"age","N.speciations","N.extinctions","N.turnover","N.species.speciation","N.species.extinction","raw.speciation.probability","raw.extinction.probability","raw.turnover.probability","existing_n","mean.lifespan"
"261",25.95,0,0,0,51,51,0,0,0,51,37.7441063829787
"262",26.05,0,0,0,51,51,0,0,0,51,37.7441063829787
"263",26.15,1,1,2,51,51,0.0196078431372549,0.0196078431372549,0.0392156862745098,51,37.7441063829787
"264",26.25,0,0,0,51,51,0,0,0,51,37.868914893617
"265",26.35,0,0,0,51,51,0,0,0,51,37.868914893617
"266",26.45,0,0,0,51,51,0,0,0,51,37.868914893617
"267",26.55,1,0,1,51,50,0.0196078431372549,0,0.0196078431372549,51,37.868914893617
"268",26.65,0,0,0,50,50,0,0,0,50,38.1141739130435
"269",26.75,0,0,0,50,50,0,0,0,50,38.1141739130435
"270",26.85,1,0,1,50,49,0.02,0,0.02,50,38.1141739130435
"271",26.95,0,0,0,49,49,0,0,0,49,38.3647111111111
"272",27.05,0,0,0,49,49,0,0,0,49,38.3647111111111
"273",27.15,0,0,0,49,49,0,0,0,49,38.3647111111111
"274",27.25,0,1,1,49,50,0,0.02,0.02,49,38.3647111111111
"275",27.35,0,1,1,50,51,0,0.0196078431372549,0.0196078431372549,50,38.2267826086957
"276",27.45,0,0,0,51,51,0,0,0,51,38.3255744680851
"277",27.55,1,0,1,51,50,0.0196078431372549,0,0.0196078431372549,51,38.3255744680851
"278",27.65,0,0,0,50,50,0,0,0,50,38.5603260869565
"279",27.75,0,0,0,50,50,0,0,0,50,38.5603260869565
"280",27.85,1,0,1,50,49,0.02,0,0.02,50,38.5603260869565
"281",27.95,0,0,0,49,49,0,0,0,49,38.7992666666667
"282",28.05,0,2,2,49,51,0,0.0392156862745098,0.0392156862745098,49,38.7992666666667
"283",28.15,1,0,1,51,50,0.0196078431372549,0,0.0196078431372549,51,39.2856808510638
"284",28.25,0,0,0,50,50,0,0,0,50,39.5274130434783
"285",28.35,0,0,0,50,50,0,0,0,50,39.5274130434783
"286",28.45,0,1,1,50,51,0,0.0196078431372549,0.0196078431372549,50,39.5274130434783
"287",28.55,2,0,2,51,49,0.0392156862745098,0,0.0392156862745098,51,39.3676808510638
"288",28.65,2,1,3,49,48,0.0408163265306122,0.0208333333333333,0.0616496598639456,49,39.8475777777778
"289",28.75,0,0,0,48,48,0,0,0,48,40.2327954545455
"290",28.85,0,0,0,48,48,0,0,0,48,40.2327954545455
"291",28.95,3,0,3,48,45,0.0625,0,0.0625,48,40.2327954545455
"292",29.05,0,0,0,45,45,0,0,0,45,41.0578292682927
"293",29.15,1,0,1,45,44,0.0222222222222222,0,0.0222222222222222,45,41.0578292682927
"294",29.25,0,1,1,44,45,0,0.0222222222222222,0.0222222222222222,44,41.355
"295",29.35,0,0,0,45,45,0,0,0,45,41.1863414634146
"296",29.45,0,0,0,45,45,0,0,0,45,41.1863414634146
"297",29.55,0,0,0,45,45,0,0,0,45,41.1863414634146
"298",29.65,1,0,1,45,44,0.0222222222222222,0,0.0222222222222222,45,41.1863414634146
"299",29.75,0,0,0,44,44,0,0,0,44,41.4755
"300",29.85,0,0,0,44,44,0,0,0,44,41.4755
"301",29.95,0,0,0,44,44,0,0,0,44,41.4755
"302",30.05,0,0,0,44,44,0,0,0,44,41.4755
"303",30.15,0,0,0,44,44,0,0,0,44,41.4755
"304",30.25,0,0,0,44,44,0,0,0,44,41.4755
"305",30.35,0,0,0,44,44,0,0,0,44,41.4755
"306",30.45,0,1,1,44,45,0,0.0222222222222222,0.0222222222222222,44,41.4755
"307",30.55,0,0,0,45,45,0,0,0,45,41.7736585365854
"308",30.65,0,0,0,45,45,0,0,0,45,41.7736585365854
"309",30.75,0,0,0,45,45,0,0,0,45,41.7736585365854
"310",30.85,0,0,0,45,45,0,0,0,45,41.7736585365854
"311",30.95,0,0,0,45,45,0,0,0,45,41.7736585365854
"312",31.05,0,0,0,45,45,0,0,0,45,41.7736585365854
"313",31.15,0,0,0,45,45,0,0,0,45,41.7736585365854
"314",31.25,0,0,0,45,45,0,0,0,45,41.7736585365854
"315",31.35,0,0,0,45,45,0,0,0,45,41.7736585365854
"316",31.45,0,0,0,45,45,0,0,0,45,41.7736585365854
"317",31.55,0,0,0,45,45,0,0,0,45,41.7736585365854
"318",31.65,0,0,0,45,45,0,0,0,45,41.7736585365854
"319",31.75,0,0,0,45,45,0,0,0,45,41.7736585365854
"320",31.85,0,0,0,45,45,0,0,0,45,41.7736585365854
"321",31.95,0,0,0,45,45,0,0,0,45,41.7736585365854
"322",32.05,9,0,9,45,36,0.2,0,0.2,45,41.7736585365854
"323",32.15,0,0,0,36,36,0,0,0,36,44.5175
"324",32.25,0,0,0,36,36,0,0,0,36,44.5175
"325",32.35,0,0,0,36,36,0,0,0,36,44.5175
"326",32.45,0,0,0,36,36,0,0,0,36,44.5175
"327",32.55,0,0,0,36,36,0,0,0,36,44.5175
"328",32.65,0,0,0,36,36,0,0,0,36,44.5175
"329",32.75,0,0,0,36,36,0,0,0,36,44.5175
"330",32.85,0,0,0,36,36,0,0,0,36,44.5175
"331",32.95,4,0,4,36,32,0.111111111111111,0,0.111111111111111,36,44.5175
"332",33.05,0,0,0,32,32,0,0,0,32,46.1742857142857
"333",33.15,0,0,0,32,32,0,0,0,32,46.1742857142857
"334",33.25,0,0,0,32,32,0,0,0,32,46.1742857142857
"335",33.35,0,0,0,32,32,0,0,0,32,46.1742857142857
"336",33.45,0,0,0,32,32,0,0,0,32,46.1742857142857
"337",33.55,0,0,0,32,32,0,0,0,32,46.1742857142857
"338",33.65,0,0,0,32,32,0,0,0,32,46.1742857142857
"339",33.75,0,0,0,32,32,0,0,0,32,46.1742857142857
"340",33.85,3,0,3,32,29,0.09375,0,0.09375,32,46.1742857142857
"341",33.95,0,0,0,29,29,0,0,0,29,47.6484
"342",34.05,0,0,0,29,29,0,0,0,29,47.6484
"343",34.15,0,0,0,29,29,0,0,0,29,47.6484
"344",34.25,0,0,0,29,29,0,0,0,29,47.6484
"345",34.35,0,0,0,29,29,0,0,0,29,47.6484
"346",34.45,2,0,2,29,27,0.0689655172413793,0,0.0689655172413793,29,47.6484
"347",34.55,0,0,0,27,27,0,0,0,27,48.7969565217391
"348",34.65,0,0,0,27,27,0,0,0,27,48.7969565217391
"349",34.75,0,0,0,27,27,0,0,0,27,48.7969565217391
"350",34.85,0,0,0,27,27,0,0,0,27,48.7969565217391
"351",34.95,0,0,0,27,27,0,0,0,27,48.7969565217391
"352",35.05,0,0,0,27,27,0,0,0,27,48.7969565217391
"353",35.15,0,0,0,27,27,0,0,0,27,48.7969565217391
"354",35.25,0,0,0,27,27,0,0,0,27,48.7969565217391
"355",35.35,0,0,0,27,27,0,0,0,27,48.7969565217391
"356",35.45,0,0,0,27,27,0,0,0,27,48.7969565217391
"357",35.55,0,0,0,27,27,0,0,0,27,48.7969565217391
"358",35.65,0,0,0,27,27,0,0,0,27,48.7969565217391
"359",35.75,0,0,0,27,27,0,0,0,27,48.7969565217391
"360",35.85,0,0,0,27,27,0,0,0,27,48.7969565217391
"361",35.95,0,0,0,27,27,0,0,0,27,48.7969565217391
"362",36.05,0,0,0,27,27,0,0,0,27,48.7969565217391
"363",36.15,0,0,0,27,27,0,0,0,27,48.7969565217391
"364",36.25,0,0,0,27,27,0,0,0,27,48.7969565217391
"365",36.35,0,0,0,27,27,0,0,0,27,48.7969565217391
"366",36.45,0,0,0,27,27,0,0,0,27,48.7969565217391
"367",36.55,0,0,0,27,27,0,0,0,27,48.7969565217391
"368",36.65,0,0,0,27,27,0,0,0,27,48.7969565217391
"369",36.75,0,0,0,27,27,0,0,0,27,48.7969565217391
"370",36.85,0,0,0,27,27,0,0,0,27,48.7969565217391
"371",36.95,2,0,2,27,25,0.0740740740740741,0,0.0740740740740741,27,48.7969565217391
"372",37.05,0,0,0,25,25,0,0,0,25,49.9233333333333
"373",37.15,0,0,0,25,25,0,0,0,25,49.9233333333333
"374",37.25,0,0,0,25,25,0,0,0,25,49.9233333333333
"375",37.35,0,0,0,25,25,0,0,0,25,49.9233333333333
"376",37.45,0,0,0,25,25,0,0,0,25,49.9233333333333
"377",37.55,0,0,0,25,25,0,0,0,25,49.9233333333333
"378",37.65,0,0,0,25,25,0,0,0,25,49.9233333333333
"379",37.75,0,0,0,25,25,0,0,0,25,49.9233333333333
"380",37.85,0,0,0,25,25,0,0,0,25,49.9233333333333
"381",37.95,0,0,0,25,25,0,0,0,25,49.9233333333333
"382",38.05,0,0,0,25,25,0,0,0,25,49.9233333333333
"383",38.15,0,0,0,25,25,0,0,0,25,49.9233333333333
"384",38.25,0,0,0,25,25,0,0,0,25,49.9233333333333
"385",38.35,0,0,0,25,25,0,0,0,25,49.9233333333333
"386",38.45,0,0,0,25,25,0,0,0,25,49.9233333333333
"387",38.55,0,0,0,25,25,0,0,0,25,49.9233333333333
"388",38.65,0,0,0,25,25,0,0,0,25,49.9233333333333
"389",38.75,0,0,0,25,25,0,0,0,25,49.9233333333333
"390",38.85,0,0,0,25,25,0,0,0,25,49.9233333333333
"391",38.95,0,0,0,25,25,0,0,0,25,49.9233333333333
"392",39.05,0,0,0,25,25,0,0,0,25,49.9233333333333
"393",39.15,0,0,0,25,25,0,0,0,25,49.9233333333333
"394",39.25,0,0,0,25,25,0,0,0,25,49.9233333333333
"395",39.35,0,0,0,25,25,0,0,0,25,49.9233333333333
"396",39.45,0,0,0,25,25,0,0,0,25,49.9233333333333
"397",39.55,0,0,0,25,25,0,0,0,25,49.9233333333333
"398",39.65,0,0,0,25,25,0,0,0,25,49.9233333333333
"399",39.75,0,0,0,25,25,0,0,0,25,49.9233333333333
"400",39.85,0,0,0,25,25,0,0,0,25,49.9233333333333
"401",39.95,0,0,0,25,25,0,0,0,25,49.9233333333333
"402",40.05,0,0,0,25,25,0,0,0,25,49.9233333333333
"403",40.15,0,0,0,25,25,0,0,0,25,49.9233333333333
"404",40.25,0,0,0,25,25,0,0,0,25,49.9233333333333
"405",40.35,0,0,0,25,25,0,0,0,25,49.9233333333333
"406",40.45,3,0,3,25,22,0.12,0,0.12,25,49.9233333333333
"407",40.55,0,0,0,22,22,0,0,0,22,51.5105555555556
"408",40.65,0,0,0,22,22,0,0,0,22,51.5105555555556
"409",40.75,0,0,0,22,22,0,0,0,22,51.5105555555556
"410",40.85,0,0,0,22,22,0,0,0,22,51.5105555555556
"411",40.95,0,0,0,22,22,0,0,0,22,51.5105555555556
"412",41.05,0,0,0,22,22,0,0,0,22,51.5105555555556
"413",41.15,0,0,0,22,22,0,0,0,22,51.5105555555556
"414",41.25,0,0,0,22,22,0,0,0,22,51.5105555555556
"415",41.35,0,0,0,22,22,0,0,0,22,51.5105555555556
"416",41.45,0,0,0,22,22,0,0,0,22,51.5105555555556
"417",41.55,0,0,0,22,22,0,0,0,22,51.5105555555556
"418",41.65,0,0,0,22,22,0,0,0,22,51.5105555555556
"419",41.75,0,0,0,22,22,0,0,0,22,51.5105555555556
"420",41.85,0,0,0,22,22,0,0,0,22,51.5105555555556
"421",41.95,0,0,0,22,22,0,0,0,22,51.5105555555556
"422",42.05,0,0,0,22,22,0,0,0,22,51.5105555555556
"423",42.15,0,0,0,22,22,0,0,0,22,51.5105555555556
"424",42.25,0,0,0,22,22,0,0,0,22,51.5105555555556
"425",42.35,0,0,0,22,22,0,0,0,22,51.5105555555556
"426",42.45,0,0,0,22,22,0,0,0,22,51.5105555555556
"427",42.55,0,0,0,22,22,0,0,0,22,51.5105555555556
"428",42.65,0,0,0,22,22,0,0,0,22,51.5105555555556
"429",42.75,0,0,0,22,22,0,0,0,22,51.5105555555556
"430",42.85,1,0,1,22,21,0.0454545454545455,0,0.0454545454545455,22,51.5105555555556
"431",42.95,0,0,0,21,21,0,0,0,21,52.0188235294118
"432",43.05,0,0,0,21,21,0,0,0,21,52.0188235294118
"433",43.15,0,0,0,21,21,0,0,0,21,52.0188235294118
"434",43.25,0,0,0,21,21,0,0,0,21,52.0188235294118
"435",43.35,0,0,0,21,21,0,0,0,21,52.0188235294118
"436",43.45,0,0,0,21,21,0,0,0,21,52.0188235294118
"437",43.55,0,0,0,21,21,0,0,0,21,52.0188235294118
"438",43.65,0,0,0,21,21,0,0,0,21,52.0188235294118
"439",43.75,0,0,0,21,21,0,0,0,21,52.0188235294118
"440",43.85,0,0,0,21,21,0,0,0,21,52.0188235294118
"441",43.95,0,0,0,21,21,0,0,0,21,52.0188235294118
"442",44.05,0,0,0,21,21,0,0,0,21,52.0188235294118
"443",44.15,0,0,0,21,21,0,0,0,21,52.0188235294118
"444",44.25,0,0,0,21,21,0,0,0,21,52.0188235294118
"445",44.35,0,0,0,21,21,0,0,0,21,52.0188235294118
"446",44.45,0,0,0,21,21,0,0,0,21,52.0188235294118
"447",44.55,0,0,0,21,21,0,0,0,21,52.0188235294118
"448",44.65,0,0,0,21,21,0,0,0,21,52.0188235294118
"449",44.75,0,0,0,21,21,0,0,0,21,52.0188235294118
"450",44.85,0,0,0,21,21,0,0,0,21,52.0188235294118
"451",44.95,0,0,0,21,21,0,0,0,21,52.0188235294118
"452",45.05,0,0,0,21,21,0,0,0,21,52.0188235294118
"453",45.15,0,0,0,21,21,0,0,0,21,52.0188235294118
"454",45.25,0,0,0,21,21,0,0,0,21,52.0188235294118
"455",45.35,0,0,0,21,21,0,0,0,21,52.0188235294118
"456",45.45,1,0,1,21,20,0.0476190476190476,0,0.0476190476190476,21,52.0188235294118
"457",45.55,0,0,0,20,20,0,0,0,20,52.426875
"458",45.65,0,0,0,20,20,0,0,0,20,52.426875
"459",45.75,0,0,0,20,20,0,0,0,20,52.426875
"460",45.85,0,0,0,20,20,0,0,0,20,52.426875
"461",45.95,0,0,0,20,20,0,0,0,20,52.426875
"462",46.05,0,0,0,20,20,0,0,0,20,52.426875
"463",46.15,0,0,0,20,20,0,0,0,20,52.426875
"464",46.25,5,0,5,20,15,0.25,0,0.25,20,52.426875
"465",46.35,0,0,0,15,15,0,0,0,15,55.2163636363636
"466",46.45,0,0,0,15,15,0,0,0,15,55.2163636363636
"467",46.55,0,0,0,15,15,0,0,0,15,55.2163636363636
"468",46.65,0,0,0,15,15,0,0,0,15,55.2163636363636
"469",46.75,0,0,0,15,15,0,0,0,15,55.2163636363636
"470",46.85,0,0,0,15,15,0,0,0,15,55.2163636363636
"471",46.95,0,0,0,15,15,0,0,0,15,55.2163636363636
"472",47.05,0,0,0,15,15,0,0,0,15,55.2163636363636
"473",47.15,0,0,0,15,15,0,0,0,15,55.2163636363636
"474",47.25,0,0,0,15,15,0,0,0,15,55.2163636363636
"475",47.35,0,0,0,15,15,0,0,0,15,55.2163636363636
"476",47.45,0,0,0,15,15,0,0,0,15,55.2163636363636
"477",47.55,0,0,0,15,15,0,0,0,15,55.2163636363636
"478",47.65,0,0,0,15,15,0,0,0,15,55.2163636363636
"479",47.75,0,0,0,15,15,0,0,0,15,55.2163636363636
"480",47.85,1,0,1,15,14,0.0666666666666667,0,0.0666666666666667,15,55.2163636363636
"481",47.95,0,0,0,14,14,0,0,0,14,55.954
"482",48.05,0,0,0,14,14,0,0,0,14,55.954
"483",48.15,0,0,0,14,14,0,0,0,14,55.954
"484",48.25,0,0,0,14,14,0,0,0,14,55.954
"485",48.35,0,0,0,14,14,0,0,0,14,55.954
"486",48.45,0,0,0,14,14,0,0,0,14,55.954
"487",48.55,0,0,0,14,14,0,0,0,14,55.954
"488",48.65,0,0,0,14,14,0,0,0,14,55.954
"489",48.75,0,0,0,14,14,0,0,0,14,55.954
"490",48.85,0,0,0,14,14,0,0,0,14,55.954
"491",48.95,0,0,0,14,14,0,0,0,14,55.954
"492",49.05,0,0,0,14,14,0,0,0,14,55.954
"493",49.15,1,0,1,14,13,0.0714285714285714,0,0.0714285714285714,14,55.954
"494",49.25,0,0,0,13,13,0,0,0,13,56.7144444444444
"495",49.35,0,0,0,13,13,0,0,0,13,56.7144444444444
"496",49.45,0,0,0,13,13,0,0,0,13,56.7144444444444
"497",49.55,0,0,0,13,13,0,0,0,13,56.7144444444444
"498",49.65,0,0,0,13,13,0,0,0,13,56.7144444444444
"499",49.75,0,0,0,13,13,0,0,0,13,56.7144444444444
"500",49.85,0,0,0,13,13,0,0,0,13,56.7144444444444
"501",49.95,0,0,0,13,13,0,0,0,13,56.7144444444444
"502",50.05,4,0,4,13,9,0.307692307692308,0,0.307692307692308,13,56.7144444444444
"503",50.15,0,0,0,9,9,0,0,0,9,56.7144444444444
"504",50.25,0,0,0,9,9,0,0,0,9,56.7144444444444
"505",50.35,0,0,0,9,9,0,0,0,9,56.7144444444444
"506",50.45,0,0,0,9,9,0,0,0,9,56.7144444444444
"507",50.55,0,0,0,9,9,0,0,0,9,56.7144444444444
"508",50.65,0,0,0,9,9,0,0,0,9,56.7144444444444
"509",50.75,0,0,0,9,9,0,0,0,9,56.7144444444444
"510",50.85,0,0,0,9,9,0,0,0,9,56.7144444444444
"511",50.95,0,0,0,9,9,0,0,0,9,56.7144444444444
"512",51.05,0,0,0,9,9,0,0,0,9,56.7144444444444
"513",51.15,0,0,0,9,9,0,0,0,9,56.7144444444444
"514",51.25,0,0,0,9,9,0,0,0,9,56.7144444444444
"515",51.35,0,0,0,9,9,0,0,0,9,56.7144444444444
"516",51.45,0,0,0,9,9,0,0,0,9,56.7144444444444
"517",51.55,0,0,0,9,9,0,0,0,9,56.7144444444444
"518",51.65,0,0,0,9,9,0,0,0,9,56.7144444444444
"519",51.75,0,0,0,9,9,0,0,0,9,56.7144444444444
"520",51.85,0,0,0,9,9,0,0,0,9,56.7144444444444
"521",51.95,0,0,0,9,9,0,0,0,9,56.7144444444444
"522",52.05,0,0,0,9,9,0,0,0,9,56.7144444444444
"523",52.15,0,0,0,9,9,0,0,0,9,56.7144444444444
"524",52.25,0,0,0,9,9,0,0,0,9,56.7144444444444
"525",52.35,0,0,0,9,9,0,0,0,9,56.7144444444444
"526",52.45,0,0,0,9,9,0,0,0,9,56.7144444444444
"527",52.55,0,0,0,9,9,0,0,0,9,56.7144444444444
"528",52.65,0,0,0,9,9,0,0,0,9,56.7144444444444
"529",52.75,0,0,0,9,9,0,0,0,9,56.7144444444444
"530",52.85,0,0,0,9,9,0,0,0,9,56.7144444444444
"531",52.95,0,0,0,9,9,0,0,0,9,56.7144444444444
"532",53.05,0,0,0,9,9,0,0,0,9,56.7144444444444
"533",53.15,0,0,0,9,9,0,0,0,9,56.7144444444444
"534",53.25,0,0,0,9,9,0,0,0,9,56.7144444444444
"535",53.35,0,0,0,9,9,0,0,0,9,56.7144444444444
"536",53.45,0,0,0,9,9,0,0,0,9,56.7144444444444
"537",53.55,0,0,0,9,9,0,0,0,9,56.7144444444444
"538",53.65,0,0,0,9,9,0,0,0,9,56.7144444444444
"539",53.75,2,0,2,9,7,0.222222222222222,0,0.222222222222222,9,56.7144444444444
"540",53.85,0,0,0,7,7,0,0,0,7,57.5757142857143
"541",53.95,0,0,0,7,7,0,0,0,7,57.5757142857143
"542",54.05,0,0,0,7,7,0,0,0,7,57.5757142857143
"543",54.15,2,0,2,7,5,0.285714285714286,0,0.285714285714286,7,57.5757142857143
"544",54.25,0,0,0,5,5,0,0,0,5,58.938
"545",54.35,0,0,0,5,5,0,0,0,5,58.938
"546",54.45,0,0,0,5,5,0,0,0,5,58.938
"547",54.55,0,0,0,5,5,0,0,0,5,58.938
"548",54.65,0,0,0,5,5,0,0,0,5,58.938
"549",54.75,0,0,0,5,5,0,0,0,5,58.938
"550",54.85,0,0,0,5,5,0,0,0,5,58.938
"551",54.95,0,0,0,5,5,0,0,0,5,58.938
"552",55.05,0,0,0,5,5,0,0,0,5,58.938
"553",55.15,0,0,0,5,5,0,0,0,5,58.938
"554",55.25,0,0,0,5,5,0,0,0,5,58.938
"555",55.35,0,0,0,5,5,0,0,0,5,58.938
"556",55.45,0,0,0,5,5,0,0,0,5,58.938
"557",55.55,0,0,0,5,5,0,0,0,5,58.938
"558",55.65,0,0,0,5,5,0,0,0,5,58.938
"559",55.75,0,0,0,5,5,0,0,0,5,58.938
"560",55.85,2,0,2,5,3,0.4,0,0.4,5,58.938
"561",55.95,1,0,1,3,2,0.333333333333333,0,0.333333333333333,3,60.99
"562",56.05,0,0,0,2,2,0,0,0,2,63.505
"563",56.15,0,0,0,2,2,0,0,0,2,63.505
"564",56.25,0,0,0,2,2,0,0,0,2,63.505
"565",56.35,0,0,0,2,2,0,0,0,2,63.505
"566",56.45,0,0,0,2,2,0,0,0,2,63.505
"567",56.55,0,0,0,2,2,0,0,0,2,63.505
"568",56.65,0,0,0,2,2,0,0,0,2,63.505
"569",56.75,0,0,0,2,2,0,0,0,2,63.505
"570",56.85,0,0,0,2,2,0,0,0,2,63.505
"571",56.95,0,0,0,2,2,0,0,0,2,63.505
"572",57.05,0,0,0,2,2,0,0,0,2,63.505
"573",57.15,0,0,0,2,2,0,0,0,2,63.505
"574",57.25,0,0,0,2,2,0,0,0,2,63.505
"575",57.35,0,0,0,2,2,0,0,0,2,63.505
"576",57.45,0,0,0,2,2,0,0,0,2,63.505
"577",57.55,0,0,0,2,2,0,0,0,2,63.505
"578",57.65,0,0,0,2,2,0,0,0,2,63.505
"579",57.75,0,0,0,2,2,0,0,0,2,63.505
"580",57.85,0,0,0,2,2,0,0,0,2,63.505
"581",57.95,0,0,0,2,2,0,0,0,2,63.505
"582",58.05,0,0,0,2,2,0,0,0,2,63.505
"583",58.15,0,0,0,2,2,0,0,0,2,63.505
"584",58.25,0,0,0,2,2,0,0,0,2,63.505
"585",58.35,0,0,0,2,2,0,0,0,2,63.505
"586",58.45,0,0,0,2,2,0,0,0,2,63.505
"587",58.55,0,0,0,2,2,0,0,0,2,63.505
"588",58.65,0,0,0,2,2,0,0,0,2,63.505
"589",58.75,0,0,0,2,2,0,0,0,2,63.505
"590",58.85,0,0,0,2,2,0,0,0,2,63.505
"591",58.95,0,0,0,2,2,0,0,0,2,63.505
"592",59.05,0,0,0,2,2,0,0,0,2,63.505
"593",59.15,0,0,0,2,2,0,0,0,2,63.505
"594",59.25,0,0,0,2,2,0,0,0,2,63.505
"595",59.35,0,0,0,2,2,0,0,0,2,63.505
"596",59.45,0,0,0,2,2,0,0,0,2,63.505
"597",59.55,0,0,0,2,2,0,0,0,2,63.505
"598",59.65,0,0,0,2,2,0,0,0,2,63.505
"599",59.75,0,0,0,2,2,0,0,0,2,63.505
"600",59.85,0,0,0,2,2,0,0,0,2,63.505
"601",59.95,0,0,0,2,2,0,0,0,2,63.505
"602",60.05,0,0,0,2,2,0,0,0,2,63.505
"603",60.15,0,0,0,2,2,0,0,0,2,63.505
"604",60.25,0,0,0,2,2,0,0,0,2,63.505
"605",60.35,0,0,0,2,2,0,0,0,2,63.505
"606",60.45,0,0,0,2,2,0,0,0,2,63.505
"607",60.55,0,0,0,2,2,0,0,0,2,63.505
"608",60.65,0,0,0,2,2,0,0,0,2,63.505
"609",60.75,0,0,0,2,2,0,0,0,2,63.505
"610",60.85,0,0,0,2,2,0,0,0,2,63.505
"611",60.95,0,0,0,2,2,0,0,0,2,63.505
"612",61.05,0,0,0,2,2,0,0,0,2,63.505
"613",61.15,0,0,0,2,2,0,0,0,2,63.505
"614",61.25,0,0,0,2,2,0,0,0,2,63.505
"615",61.35,0,0,0,2,2,0,0,0,2,63.505
"616",61.45,0,0,0,2,2,0,0,0,2,63.505
"617",61.55,0,0,0,2,2,0,0,0,2,63.505
"618",61.65,1,0,1,2,1,0.5,0,0.5,2,63.505
"619",61.75,0,0,0,1,1,0,0,0,1,65.4
"620",61.85,0,0,0,1,1,0,0,0,1,65.4
"621",61.95,0,0,0,1,1,0,0,0,1,65.4
"622",62.05,0,0,0,1,1,0,0,0,1,65.4
"623",62.15,0,0,0,1,1,0,0,0,1,65.4
"624",62.25,0,0,0,1,1,0,0,0,1,65.4
"625",62.35,0,0,0,1,1,0,0,0,1,65.4
"626",62.45,0,0,0,1,1,0,0,0,1,65.4
"627",62.55,0,0,0,1,1,0,0,0,1,65.4
"628",62.65,0,0,0,1,1,0,0,0,1,65.4
"629",62.75,0,0,0,1,1,0,0,0,1,65.4
"630",62.85,0,0,0,1,1,0,0,0,1,65.4
"631",62.95,0,0,0,1,1,0,0,0,1,65.4
"632",63.05,0,0,0,1,1,0,0,0,1,65.4
"633",63.15,0,0,0,1,1,0,0,0,1,65.4
"634",63.25,0,0,0,1,1,0,0,0,1,65.4
"635",63.35,0,0,0,1,1,0,0,0,1,65.4
"636",63.45,0,0,0,1,1,0,0,0,1,65.4
"637",63.55,0,0,0,1,1,0,0,0,1,65.4
"638",63.65,0,0,0,1,1,0,0,0,1,65.4
"639",63.75,0,0,0,1,1,0,0,0,1,65.4
"640",63.85,0,0,0,1,1,0,0,0,1,65.4
"641",63.95,0,0,0,1,1,0,0,0,1,65.4
"642",64.05,0,0,0,1,1,0,0,0,1,65.4
"643",64.15,0,0,0,1,1,0,0,0,1,65.4
"644",64.25,0,0,0,1,1,0,0,0,1,65.4
"645",64.35,0,0,0,1,1,0,0,0,1,65.4
"646",64.45,0,0,0,1,1,0,0,0,1,65.4
"647",64.55,0,0,0,1,1,0,0,0,1,65.4
"648",64.65,0,0,0,1,1,0,0,0,1,65.4
"649",64.75,0,0,0,1,1,0,0,0,1,65.4
"650",64.85,0,0,0,1,1,0,0,0,1,65.4
"651",64.95,0,0,0,1,1,0,0,0,1,65.4
"652",65.05,0,0,0,1,1,0,0,0,1,65.4
"653",65.15,0,0,0,1,1,0,0,0,1,65.4
"654",65.25,0,0,0,1,1,0,0,0,1,65.4
"655",65.35,0,0,0,1,1,0,0,0,1,65.4
"656",65.45,1,0,1,1,0,1,0,1,1,65.4
"657",65.55,0,0,0,0,0,0,0,0,0,0
"658",65.65,0,0,0,0,0,0,0,0,0,0
"659",65.75,0,0,0,0,0,0,0,0,0,0
"660",65.85,0,0,0,0,0,0,0,0,0,0
"661",65.95,0,0,0,0,0,0,0,0,0,0
