"age","oxy_18"
23.9446,1.25
23.9556,1.39
23.962,1.24
23.978,1.17
23.9876,1.21
23.9992,1.1
24.0055,1.15
24.0162,1.02
24.0235,0.97
24.0371,1.25
24.0503,1.12
24.0577,1.22
24.0663,1.05
24.0795,1.37
24.0918,1.18
24.1122,1.14
24.1297,1.31
24.1445,1.2
24.1618,1.09
24.1755,1.2
24.1916,1.23
24.203,1.15
24.2173,1.45
24.2394,1.24
24.253,1.19
24.2647,1.12
24.2766,1.15
24.2895,0.95
24.3002,1.13
24.3117,1.03
24.3256,1.37
24.3258,1.5
24.3262,1.61
24.3265,1.53
24.3265,1.53
24.3329,1.44
24.344,1.24
24.3551,1.37
24.3652,1.28
24.3763,1.36
24.3846,1.39
24.392,1.27
24.4022,1.18
24.4133,1.3
24.4244,1.22
24.4377,1.3
24.4502,1.35
24.4679,1.13
24.4794,1.21
24.4948,1.4
24.5065,1.2
24.5187,1.21
24.5327,1.21
24.546,1.3
24.5593,1.24
24.5753,1.27
24.5858,1.25
24.5972,1.31
24.6087,1.17
24.6202,1.1
24.6354,1.16
24.6473,1.31
24.6646,1.44
24.676,1.36
24.688,1.48
24.7019,1.24
24.7161,1.32
24.7264,1.33
24.7392,1.5
24.7521,1.33
24.7657,1.35
24.7777,1.47
24.7859,1.34
24.7992,1.4
24.8072,1.42
24.815,1.35
24.8255,1.1
24.8355,1.53
24.8434,1.27
24.8527,1.35
24.8613,1.65
24.8696,1.37
24.8798,1.31
24.893,1.39
24.9061,1.41
24.9201,1.32
24.9355,1.51
24.9474,1.54
24.9609,1.52
24.9833,1.76
25.0029,1.51
25.0197,1.46
25.0345,1.51
25.0503,1.32
25.067,1.54
25.0796,1.47
25.0935,1.51
25.1116,1.33
25.1283,1.29
25.147,1.5
25.1619,1.18
25.176,1.27
25.1929,1.28
25.2103,1.31
25.2326,1.28
25.2475,1.15
25.2633,1.48
25.284,1.4
25.2855,1.52
25.2855,1.42
25.2855,1.44
25.2892,1.55
25.2892,1.49
25.2898,1.64
25.2929,1.66
25.2929,1.65
25.2941,1.64
25.2944,1.53
25.3074,1.51
25.3251,1.39
25.3399,1.42
25.3546,1.47
25.3736,1.33
25.3943,1.31
25.4263,1.25
25.4415,1.5
25.4585,1.48
25.4723,1.59
25.4834,1.52
25.4918,1.41
25.5049,1.48
25.5146,1.34
25.526,1.3
25.5366,1.44
25.5493,1.38
25.5587,1.41
25.5674,1.51
25.579,1.52
25.5947,1.74
25.6102,1.44
25.626,1.6
25.6398,1.6
25.6572,1.62
25.6734,1.57
25.6906,1.49
25.7051,1.5
25.7211,1.55
25.7373,1.62
25.7505,1.52
25.7603,1.52
25.7704,1.38
25.786,1.52
25.7952,1.59
25.8034,1.54
25.8118,1.48
25.8245,1.42
25.8348,1.33
25.8467,1.47
25.8596,1.46
25.8739,1.54
25.8918,1.43
25.9047,1.58
25.9203,1.52
25.9349,1.44
25.9505,1.64
25.966,1.5
25.9816,1.54
25.9926,1.42
26.0097,1.49
26.0219,1.38
26.0418,1.46
26.053,1.49
26.0667,1.2
26.0841,1.72
26.1024,1.42
26.1189,1.61
26.1379,1.27
26.1555,1.59
26.1729,1.76
26.1808,1.73
26.1932,1.67
26.2122,1.67
26.2241,1.66
26.234,1.84
26.2461,2.09
26.2626,1.65
26.2748,1.72
26.2845,1.76
26.2937,1.71
26.3069,1.68
26.317,1.64
26.3294,1.57
26.3431,1.64
26.3587,1.99
26.3757,1.7
26.4026,1.76
26.4178,1.83
26.4303,1.8
26.4423,1.77
26.4584,1.96
26.475,1.88
26.4933,1.83
26.5059,1.89
26.5223,1.75
26.5369,1.7
26.5567,1.72
26.5942,2.13
26.641,1.81
26.6887,1.68
26.7189,1.95
26.7442,2.16
26.7442,2.16
26.7442,2.2
26.7442,2.19
26.7598,1.94
26.8104,1.9
26.8542,2.06
26.8892,1.8
26.9195,1.82
26.9613,1.74
27.0005,2.04
27.0548,1.84
27.0996,1.8
27.1347,1.88
27.1639,1.69
27.1882,1.89
27.2116,1.89
27.233,1.75
27.2495,2.14
27.2641,1.83
27.2836,1.88
27.3128,1.93
27.3537,1.91
27.3975,2.04
27.4297,1.62
27.4706,1.71
27.4968,2.04
27.5143,1.79
27.5505,2.15
27.5829,2.01
27.6244,1.94
27.6541,1.86
27.6828,1.92
27.7087,1.87
27.7373,1.9
27.7719,1.75
27.7976,1.87
27.8316,1.67
27.8651,1.59
27.8961,1.78
27.9302,1.91
27.9699,1.95
28.0025,1.61
28.0463,1.63
28.0687,1.63
28.1124,1.72
28.1411,1.61
28.1834,1.6
28.2296,1.64
28.2727,1.85
28.3069,1.8
28.3278,1.74
28.3567,1.77
28.3918,1.73
28.4283,1.94
28.4567,1.87
28.49,1.76
28.5172,1.91
28.5621,1.78
28.5935,2.05
28.6165,1.68
28.6322,1.92
28.6793,1.79
28.7109,1.82
28.7499,1.85
28.7891,1.87
28.8239,1.97
28.8267,2.02
28.8298,2.03
28.8319,1.99
28.8361,1.93
28.8591,1.79
28.8869,1.91
28.9219,1.73
28.9468,1.66
28.9658,1.81
28.9857,1.76
29.0158,1.64
29.0275,1.59
29.0474,1.61
29.0716,1.57
29.089,1.7
29.1195,1.78
29.1634,1.6
29.1898,1.51
29.2131,1.61
29.2495,1.61
29.2863,1.7
29.3297,1.63
29.3545,1.51
29.3721,1.65
29.401,1.57
29.4512,1.6
29.4932,1.57
29.523,1.56
29.5652,1.47
29.6038,1.55
29.6249,1.69
29.6673,1.82
29.7035,1.65
29.7247,1.75
29.7443,1.68
29.7634,1.63
29.7904,1.72
29.8183,1.71
29.842,1.75
29.8732,1.71
29.9081,1.83
29.9106,1.85
29.9155,1.85
29.9156,1.82
29.943,1.76
29.978,1.78
30.0129,1.6
30.0416,1.62
30.0728,1.67
30.0981,1.75
30.1234,1.74
30.145,1.65
30.1819,1.72
30.221,1.8
30.2626,1.72
30.2806,1.73
30.3173,1.74
30.3528,1.75
30.387,1.87
30.4225,1.76
30.4481,1.72
30.496,1.66
30.5365,1.75
30.5657,1.55
30.6009,1.71
30.6247,1.73
30.643,1.86
30.6631,1.76
30.677,1.73
30.694,1.94
30.7108,1.82
30.7281,1.77
30.7511,1.71
30.7679,1.84
30.7894,1.78
30.8055,1.84
30.8194,1.77
30.8394,1.9
30.8579,1.94
30.8737,1.86
30.8877,1.9
30.9024,1.86
30.9152,1.67
30.9298,1.91
30.9478,1.81
30.9654,1.67
30.9821,1.77
30.9935,1.92
31.0103,1.61
31.029,1.64
31.0467,1.82
31.0644,1.62
31.0951,1.66
31.114,1.6
31.1328,1.75
31.1484,1.78
31.1693,1.63
31.181,1.79
31.2007,1.75
31.2154,1.79
31.234,1.81
31.2531,1.65
31.2703,1.51
31.285,1.59
31.2997,1.59
31.3133,1.75
31.33,1.55
31.34,1.59
31.3497,1.51
31.3635,1.44
31.3742,1.42
31.388,1.55
31.3997,1.53
31.417,1.71
31.4341,1.6
31.4517,1.42
31.4644,1.62
31.4811,1.61
31.4949,1.44
31.5125,1.59
31.5286,1.8
31.5444,1.66
31.5606,1.7
31.5831,1.77
31.6054,1.7
31.6254,1.63
31.641,1.78
31.6586,1.64
31.6792,1.63
31.691,1.66
31.7027,1.57
31.7096,1.74
31.7096,1.72
31.7113,1.76
31.7135,1.85
31.7135,1.86
31.7165,1.83
31.7172,1.82
31.7204,1.75
31.7302,1.62
31.7479,1.64
31.7635,1.66
31.7792,1.66
31.7903,1.55
31.8067,1.84
31.8253,1.6
31.8354,1.65
31.8466,1.62
31.8554,1.71
31.8683,1.71
31.8791,1.62
31.893,1.69
31.9097,1.59
31.9293,1.58
31.9473,1.65
31.9656,1.46
31.9852,1.55
32.0107,1.61
32.0234,1.83
32.0382,1.62
32.051,1.5
32.0638,1.6
32.0843,1.55
32.097,1.52
32.1087,1.65
32.1225,1.61
32.1359,1.65
32.1577,1.84
32.1804,1.44
32.1989,1.61
32.2208,1.61
32.2406,1.63
32.2588,1.75
32.2686,1.82
32.2841,1.83
32.3028,1.83
32.3137,1.72
32.3274,1.74
32.3394,1.69
32.3519,1.69
32.367,1.72
32.3804,1.69
32.3951,1.81
32.4072,1.71
32.4196,1.71
32.4282,1.83
32.449,1.7
32.4737,1.72
32.4882,1.84
32.5072,1.87
32.5196,1.85
32.5299,1.8
32.5461,1.65
32.5596,1.85
32.5735,1.82
32.5902,1.75
32.6131,1.66
32.6392,1.78
32.6662,1.86
32.6791,1.79
32.7,1.76
32.7246,1.79
32.7461,1.82
32.7628,1.72
32.7765,1.82
32.7971,1.81
32.8128,1.65
32.8393,1.66
32.8628,1.64
32.8864,1.88
32.9121,1.66
32.9338,1.71
32.9495,1.94
32.9644,1.81
32.9852,1.77
33.0099,1.84
33.0285,1.95
33.0444,1.75
33.0599,1.69
33.0849,2.02
33.1158,1.9
33.1303,1.94
33.1402,2.25
33.1472,1.74
33.1678,2.05
33.1834,2.05
33.1934,2.11
33.206,2.09
33.2292,2.06
33.245,1.98
33.2638,1.95
33.2852,1.77
33.305,2.07
33.3279,2.06
33.338,2.03
33.3603,2
33.376,2.14
33.394,2.01
33.4121,2.1
33.4349,2.04
33.4536,2.03
33.4699,2.15
33.49,2
33.5095,2.14
33.5239,2.02
33.5468,2.07
33.5654,2.14
33.5767,2
33.5925,2.06
33.6144,2.1
33.631,2.07
33.6552,1.98
33.6672,1.81
33.6885,1.96
33.7027,1.71
33.7196,1.7
33.7438,1.51
33.7592,1.54
33.7717,1.47
33.7903,1.57
33.8089,1.43
33.8226,1.51
33.8462,1.54
33.8642,1.46
33.8835,1.42
33.9014,1.37
33.917,1.49
33.9392,1.25
33.9682,1.34
33.995,1.2
34.0131,1.36
34.0396,1.36
34.0539,1.22
34.0758,1.25
34.1151,1.19
34.1499,1.26
34.1639,1.17
34.1838,1.13
34.2208,1.14
34.2541,1.09
34.2964,0.99
34.3612,0.99
34.4093,1.09
34.4369,1.24
34.4837,1.09
34.5377,1.12
34.5731,1.12
34.6326,1.2
34.6662,0.95
34.695,1.13
34.742,1.07
34.7771,1.01
34.8178,1.23
34.894,1.23
34.9838,1.14
35.0508,1.11
35.12,1.15
35.1918,1.1
35.2589,1.01
35.2947,1.13
35.2371,0.97
35.2795,1.06
35.3461,0.97
35.3907,0.94
35.4431,1.04
35.5389,0.97
35.5934,1.15
35.69,1.06
35.7613,1.02
35.8816,1
35.9596,1.12
36.0544,1.01
36.1021,0.81
36.1624,0.95
36.2616,1.05
36.3171,0.78
36.3267,0.75
36.3436,0.7
36.3633,0.45
36.3787,0.72
36.4209,0.82
36.4673,0.78
36.4827,0.79
36.4904,0.73
36.5376,0.85
36.5772,0.85
36.5964,0.89
36.6219,0.86
36.6313,0.85
36.6374,0.86
36.6598,0.97
36.6753,1.02
36.7006,0.88
36.7147,0.91
36.7466,0.81
36.7661,0.79
36.7857,0.92
36.7955,0.92
36.8074,0.86
36.8175,0.83
36.8321,0.71
36.8541,0.71
36.8712,0.68
36.8908,0.84
36.9079,0.7
36.9274,0.66
36.947,0.73
36.9738,0.76
37.0129,0.75
37.0313,0.76
37.0569,0.75
37.0841,0.62
37.106,0.78
37.1205,0.68
37.1501,0.77
37.1791,0.75
37.2376,0.69
37.2695,0.58
37.3692,1.02
37.7662,1.1
37.9883,0.96
38.2382,0.74
38.4088,0.9
38.6376,0.99
38.822,0.83
39.0421,0.86
39.1643,0.76
39.2959,0.86
39.3542,0.77
39.4625,0.62
39.5753,0.75
39.6221,0.62
39.6532,0.59
39.685,0.7
39.7315,0.6
39.7712,0.48
39.808,0.5
39.8382,0.49
39.8555,0.61
39.8885,0.7
39.9133,0.68
39.9273,0.53
39.9541,0.51
39.9773,0.46
40.0087,0.48
40.0375,0.47
40.059,0.41
40.0872,0.26
40.1147,0.29
40.135,0.22
40.1589,0.09
40.1721,-0.15
40.1728,-0.18
40.1728,-0.19
40.1745,-0.22
40.1748,-0.23
40.1805,-0.19
40.1838,-0.15
40.1861,-0.15
40.1862,-0.12
40.1902,-0.05
40.2132,0.02
40.2353,0.09
40.2531,0.06
40.286,-0.08
40.3044,0.04
40.3372,0.2
40.3599,0.23
40.3941,0.22
40.4169,0.42
40.4383,0.41
40.4668,0.31
40.4953,0.41
40.5138,0.48
40.532,0.57
40.5571,0.53
40.5915,0.43
40.6174,0.52
40.6576,0.51
40.6847,0.55
40.7213,0.48
40.7424,0.61
40.8121,0.63
40.8499,0.51
40.9028,0.49
40.9567,0.38
41.0029,0.47
41.0512,0.51
41.0987,0.49
41.16,0.54
41.2111,0.61
41.2789,0.54
41.3846,0.29
41.4672,0.27
41.4767,0.26
41.4819,0.23
41.5112,0.26
41.517,0.3
41.5368,0.3
41.6242,0.43
41.8196,0.33
41.9203,0.48
42.1301,0.35
42.2549,0.46
42.3787,0.52
42.4475,0.46
42.5607,0.41
42.6691,0.32
42.7344,0.33
42.8622,0.37
42.9826,0.39
43.1032,0.34
43.2251,0.34
43.2836,0.29
43.4074,0.33
43.5047,0.3
43.5874,0.32
43.8268,0.26
43.9782,0.38
44.2218,0.21
44.3167,0.35
44.4592,0.31
44.648,0.31
44.8155,0.2
44.9131,0.17
45.0575,0.22
45.1741,0.26
45.332,0.31
45.5042,0.26
45.6397,0.21
45.7695,0.23
45.8819,0.16
46.031,0.22
46.1991,0.06
46.38,0.02
46.5804,0.08
46.8437,-0.1
47.1742,-0.22
47.3029,-0.19
47.4387,-0.27
47.5522,-0.2
47.6889,-0.3
47.8049,-0.27
47.9585,-0.15
48.0825,-0.39
48.1805,-0.34
48.2902,-0.36
48.4239,-0.37
48.5376,-0.43
48.7214,-0.45
48.8654,-0.46
49.0352,-0.59
49.1645,-0.64
49.267,-0.58
49.3797,-0.54
49.4854,-0.58
49.6958,-0.54
49.7905,-0.44
49.9777,-0.48
50.1297,-0.58
50.1949,-0.59
50.2523,-0.73
50.437,-0.75
50.6289,-0.84
50.8532,-0.67
51.1268,-0.7
51.4316,-0.36
51.6175,-0.79
51.7494,-0.73
52.0171,-0.56
52.199,-0.66
52.3028,-0.66
52.3028,-0.69
52.3185,-0.7
52.3578,-0.67
52.4642,-0.61
52.5911,-0.61
52.6588,-0.4
52.7354,-0.51
52.8155,-0.6
52.8585,-0.6
52.9737,-0.68
53.0498,-0.58
53.1545,-0.49
53.2265,-0.5
53.3017,-0.6
53.3977,-0.54
53.5116,-0.54
53.5789,-0.35
53.6391,-0.45
53.7195,-0.49
53.7916,-0.52
53.9359,-0.59
53.9477,-0.6
53.9938,-0.69
54.0423,-0.47
54.1155,-0.51
54.3102,-0.41
54.4024,-0.37
54.477,-0.16
54.5295,-0.35
54.6691,-0.4
54.7788,-0.3
54.8471,-0.26
54.9178,-0.2
54.9782,-0.28
55.043,-0.28
55.1403,-0.32
55.1702,-0.27
55.2316,-0.4
55.2699,-0.31
55.3452,-0.34
55.4011,-0.2
55.4905,-0.11
55.5695,-0.04
55.6306,-0.17
55.6761,-0.34
55.7796,-0.08
55.8131,-0.16
55.8377,-0.25
55.8625,-0.05
55.8805,-0.33
55.9012,-0.28
55.913,-0.47
55.9217,-0.52
55.9342,-0.71
55.9346,-0.73
55.9352,-0.83
55.9381,-0.84
55.9407,-0.86
55.945,-0.92
55.9468,-0.87
55.9483,-0.91
55.9493,-1
55.9507,-1.05
55.9513,-1.06
55.9531,-1.12
55.9538,-1
55.9538,-0.87
55.9566,-0.89
55.9583,-0.74
55.959,-0.56
55.9647,-0.39
55.9652,-0.26
55.9655,-0.1
55.97,-0.06
55.9759,0.01
55.9955,0.08
56.0125,0.05
56.0384,0.14
56.0577,0.09
56.1021,0.02
56.164,0.16
56.196,-0.17
56.2513,-0.1
56.3972,0.22
56.5581,0.33
56.6666,0.15
56.7748,0.09
56.9547,-0.04
57.1459,0.12
57.3055,0.2
57.425,0.2
57.5946,0.03
57.6764,0.11
57.806,0.2
57.9463,0.24
58.0814,0.2
58.2939,0.32
58.4055,0.08
58.473,0.25
58.6461,0.29
58.7947,0.27
59.0231,0.25
59.5822,0.35
59.8902,0.44
60.2156,0.32
60.6006,0.22
60.8827,0.24
61.411,0.19
61.5818,0.21
61.8721,0.19
62.1826,0.21
62.3434,0.09
62.5966,0.04
63.0847,0.16
63.4933,0.1
63.7525,0.18
64.2183,0.17
64.6032,0.01
65.209,-0.1
65.3623,-0.18
65.4743,-0.2
65.4743,-0.15
65.7328,-0.1
65.7328,-0.03
65.7655,-0.01
65.8868,0.11
65.945,0.37
65.9875,0.3
66.1041,0.28
66.3159,0.44
66.4276,0.46
66.5229,0.33
66.7797,0.35
67.1689,0.37
67.7223,0.37
67.8552,0.28
68.1948,0.39
68.3294,0.47
68.4236,0.4
68.5785,0.49
68.7253,0.37
68.8385,0.61
68.9988,0.5
69.1905,0.33
69.3853,0.4
69.4396,0.48
69.4796,0.65
69.5267,0.51
69.687,0.45
69.7719,0.4
69.8661,0.51
69.9887,0.65
70.0561,0.64
70.2527,0.51
70.3217,0.55
70.4071,0.53
70.6015,0.59
70.777,0.76
70.9032,0.32
71.0447,0.58
71.2615,0.66
71.403,0.14
71.4747,0.54
71.8378,0.35
72.1349,0.16
72.5228,0.15
73.4597,0.05
73.8266,-0.02
74.5457,-0.08
74.6773,-0.18
74.8292,-0.2
75.0129,-0.09
75.0318,-0.07
75.4369,0.03
75.9976,0.09
76.1313,0.01
76.6956,-0.03
76.9661,-0.48
NA,NA
NA,NA
