"age","N.speciations","N.extinctions","N.turnover","N.species.speciation","N.species.extinction","raw.speciation.probability","raw.extinction.probability","raw.turnover.probability","mean.lifespan"
"348",34.65,0,5,5,38,44,0,0.113636363636364,0.113636363636364,42.7229409372515
"349",34.75,0,0,0,43,44,0,0,0,42.6462264538607
"350",34.85,1,0,1,43,43,0.0232558139534884,0,0.0232558139534884,42.6462264538607
"351",34.95,0,1,1,42,44,0,0.0227272727272727,0.0227272727272727,42.8319095012969
"352",35.05,0,0,0,43,44,0,0,0,42.8126015283986
"353",35.15,0,0,0,43,44,0,0,0,42.8126015283986
"354",35.25,1,0,1,43,43,0.0232558139534884,0,0.0232558139534884,42.8126015283986
"355",35.35,0,0,0,42,43,0,0,0,42.9922733596608
"356",35.45,0,0,0,42,43,0,0,0,42.9922733596608
"357",35.55,2,0,2,42,41,0.0476190476190476,0,0.0476190476190476,42.9922733596608
"358",35.65,0,1,1,40,42,0,0.0238095238095238,0.0238095238095238,43.3641408737977
"359",35.75,0,0,0,41,42,0,0,0,43.3741008524855
"360",35.85,1,2,3,41,43,0.024390243902439,0.0465116279069767,0.0709018718094158,43.3741008524855
"361",35.95,0,1,1,42,44,0,0.0227272727272727,0.0227272727272727,43.4052832174501
"362",36.05,1,1,2,43,44,0.0232558139534884,0.0227272727272727,0.0459830866807611,43.415625468207
"363",36.15,0,0,0,43,44,0,0,0,43.5963020009766
"364",36.25,0,0,0,43,44,0,0,0,43.5963020009766
"365",36.35,0,1,1,43,45,0,0.0222222222222222,0.0222222222222222,43.5963020009766
"366",36.45,1,0,1,44,44,0.0227272727272727,0,0.0227272727272727,43.5950224100453
"367",36.55,0,1,1,43,45,0,0.0222222222222222,0.0222222222222222,43.7608897388201
"368",36.65,0,0,0,44,45,0,0,0,43.907233153847
"369",36.75,0,0,0,44,45,0,0,0,43.907233153847
"370",36.85,1,0,1,44,44,0.0227272727272727,0,0.0227272727272727,43.907233153847
"371",36.95,0,0,0,43,44,0,0,0,44.0714817049935
"372",37.05,0,0,0,43,44,0,0,0,44.0714817049935
"373",37.15,0,0,0,43,44,0,0,0,44.0714817049935
"374",37.25,0,1,1,43,45,0,0.0222222222222222,0.0222222222222222,44.0714817049935
"375",37.35,0,1,1,44,46,0,0.0217391304347826,0.0217391304347826,43.9936828783649
"376",37.45,0,0,0,45,46,0,0,0,44.0763189853414
"377",37.55,0,0,0,45,46,0,0,0,44.0763189853414
"378",37.65,1,0,1,45,45,0.0222222222222222,0,0.0222222222222222,44.0763189853414
"379",37.75,0,0,0,44,45,0,0,0,44.2233221027768
"380",37.85,0,0,0,44,45,0,0,0,44.2233221027768
"381",37.95,0,3,3,44,48,0,0.0625,0.0625,44.2233221027768
"382",38.05,1,1,2,47,48,0.0212765957446809,0.0208333333333333,0.0421099290780142,44.4714893796379
"383",38.15,0,1,1,47,49,0,0.0204081632653061,0.0204081632653061,44.5523712512082
"384",38.25,0,0,0,48,49,0,0,0,44.506676016808
"385",38.35,0,0,0,48,49,0,0,0,44.506676016808
"386",38.45,1,0,1,48,48,0.0208333333333333,0,0.0208333333333333,44.506676016808
"387",38.55,1,0,1,47,47,0.0212765957446809,0,0.0212765957446809,44.6348444388465
"388",38.65,0,0,0,46,47,0,0,0,44.7664429654042
"389",38.75,0,1,1,46,48,0,0.0208333333333333,0.0208333333333333,44.7664429654042
"390",38.85,0,0,0,47,48,0,0,0,44.892050561885
"391",38.95,2,1,3,47,47,0.0425531914893617,0.0212765957446809,0.0638297872340425,44.892050561885
"392",39.05,2,0,2,46,45,0.0434782608695652,0,0.0434782608695652,45.1182138192307
"393",39.15,1,0,1,44,44,0.0227272727272727,0,0.0227272727272727,45.3929475201871
"394",39.25,0,1,1,43,45,0,0.0222222222222222,0.0222222222222222,45.537606196601
"395",39.35,0,0,0,44,45,0,0,0,45.5779752865384
"396",39.45,0,0,0,44,45,0,0,0,45.5779752865384
"397",39.55,0,1,1,44,46,0,0.0217391304347826,0.0217391304347826,45.5779752865384
"398",39.65,0,1,1,45,47,0,0.0212765957446809,0.0212765957446809,45.571757957698
"399",39.75,1,1,2,46,47,0.0217391304347826,0.0212765957446809,0.0430157261794635,45.5309588716611
"400",39.85,0,0,0,46,47,0,0,0,45.6196472165643
"401",39.95,1,3,4,46,49,0.0217391304347826,0.0612244897959184,0.082963620230701,45.6196472165643
"402",40.05,0,2,2,48,51,0,0.0392156862745098,0.0392156862745098,45.680519287669
"403",40.15,0,1,1,50,52,0,0.0192307692307692,0.0192307692307692,45.6305446314504
"404",40.25,1,1,2,51,52,0.0196078431372549,0.0192307692307692,0.0388386123680241,45.5663966975004
"405",40.35,1,0,1,51,51,0.0196078431372549,0,0.0196078431372549,45.6165012726638
"406",40.45,1,3,4,50,53,0.02,0.0566037735849057,0.0766037735849057,45.7225512981171
"407",40.55,0,0,0,52,53,0,0,0,45.9090508044025
"408",40.65,1,2,3,52,54,0.0192307692307692,0.037037037037037,0.0562678062678063,45.9090508044025
"409",40.75,0,0,0,53,54,0,0,0,46.0081803489735
"410",40.85,0,0,0,53,54,0,0,0,46.0081803489735
"411",40.95,1,0,1,53,53,0.0188679245283019,0,0.0188679245283019,46.0081803489735
"412",41.05,0,0,0,52,53,0,0,0,46.104886808676
"413",41.15,0,1,1,52,54,0,0.0185185185185185,0.0185185185185185,46.104886808676
"414",41.25,0,0,0,53,54,0,0,0,46.0551766802104
"415",41.35,0,1,1,53,55,0,0.0181818181818182,0.0181818181818182,46.0551766802104
"416",41.45,1,0,1,54,54,0.0185185185185185,0,0.0185185185185185,46.007881741688
"417",41.55,0,0,0,53,54,0,0,0,46.0933868479253
"418",41.65,0,0,0,53,54,0,0,0,46.0933868479253
"419",41.75,0,0,0,53,54,0,0,0,46.0933868479253
"420",41.85,2,3,5,53,55,0.0377358490566038,0.0545454545454545,0.0922813036020583,46.0933868479253
"421",41.95,0,0,0,54,55,0,0,0,46.3426474903427
"422",42.05,2,1,3,54,54,0.037037037037037,0.0185185185185185,0.0555555555555556,46.3426474903427
"423",42.15,0,0,0,53,54,0,0,0,46.6834018455064
"424",42.25,0,1,1,53,55,0,0.0181818181818182,0.0181818181818182,46.6834018455064
"425",42.35,2,0,2,54,53,0.037037037037037,0,0.037037037037037,46.6806878512164
"426",42.45,0,0,0,52,53,0,0,0,46.8469066147247
"427",42.55,0,2,2,52,55,0,0.0363636363636364,0.0363636363636364,46.8469066147247
"428",42.65,1,1,2,54,55,0.0185185185185185,0.0181818181818182,0.0367003367003367,47.4457248882534
"429",42.75,2,1,3,54,54,0.037037037037037,0.0185185185185185,0.0555555555555556,47.5335359043977
"430",42.85,0,3,3,53,57,0,0.0526315789473684,0.0526315789473684,47.8771560786946
"431",42.95,0,0,0,56,57,0,0,0,47.9746813711821
"432",43.05,0,0,0,56,57,0,0,0,47.9746813711821
"433",43.15,1,0,1,56,56,0.0178571428571429,0,0.0178571428571429,47.9746813711821
"434",43.25,0,2,2,55,58,0,0.0344827586206897,0.0344827586206897,48.0629786082339
"435",43.35,2,3,5,57,59,0.0350877192982456,0.0508474576271186,0.0859351769253643,48.0839733349906
"436",43.45,2,1,3,58,58,0.0344827586206897,0.0172413793103448,0.0517241379310345,48.3363859457995
"437",43.55,4,3,7,57,57,0.0701754385964912,0.0526315789473684,0.12280701754386,48.6086803107634
"438",43.65,1,1,2,56,57,0.0178571428571429,0.0175438596491228,0.0354010025062657,49.131305554408
"439",43.75,1,0,1,56,56,0.0178571428571429,0,0.0178571428571429,49.2558591258366
"440",43.85,5,2,7,55,53,0.0909090909090909,0.0377358490566038,0.128644939965695,49.3555565644881
"441",43.95,1,0,1,52,52,0.0192307692307692,0,0.0192307692307692,49.6789862665169
"442",44.05,2,0,2,51,50,0.0392156862745098,0,0.0392156862745098,49.7915340831339
"443",44.15,0,0,0,49,50,0,0,0,50.0256287175946
"444",44.25,0,0,0,49,50,0,0,0,50.0256287175946
"445",44.35,0,0,0,49,50,0,0,0,50.0256287175946
"446",44.45,0,0,0,49,50,0,0,0,50.0256287175946
"447",44.55,1,2,3,49,51,0.0204081632653061,0.0392156862745098,0.0596238495398159,50.0256287175946
"448",44.65,0,0,0,50,51,0,0,0,50.3134608383137
"449",44.75,2,1,3,50,50,0.04,0.02,0.06,50.3134608383137
"450",44.85,0,0,0,49,50,0,0,0,50.6544434414792
"451",44.95,0,0,0,49,50,0,0,0,50.6544434414792
"452",45.05,0,0,0,49,50,0,0,0,50.6544434414792
"453",45.15,0,0,0,49,50,0,0,0,50.6544434414792
"454",45.25,2,0,2,49,48,0.0408163265306122,0,0.0408163265306122,50.6544434414792
"455",45.35,0,0,0,47,48,0,0,0,50.8833660600629
"456",45.45,0,0,0,47,48,0,0,0,50.8833660600629
"457",45.55,0,0,0,47,48,0,0,0,50.8833660600629
"458",45.65,0,0,0,47,48,0,0,0,50.8833660600629
"459",45.75,2,2,4,47,48,0.0425531914893617,0.0416666666666667,0.0842198581560284,50.8833660600629
"460",45.85,0,0,0,47,48,0,0,0,51.3554937196373
"461",45.95,0,0,0,47,48,0,0,0,51.3554937196373
"462",46.05,0,0,0,47,48,0,0,0,51.3554937196373
"463",46.15,0,0,0,47,48,0,0,0,51.3554937196373
"464",46.25,0,0,0,47,48,0,0,0,51.3554937196373
"465",46.35,1,2,3,47,49,0.0212765957446809,0.0408163265306122,0.0620929222752931,51.3554937196373
"466",46.45,0,0,0,48,49,0,0,0,51.5364987726394
"467",46.55,3,1,4,48,47,0.0625,0.0212765957446809,0.0837765957446809,51.5364987726394
"468",46.65,0,0,0,46,47,0,0,0,51.9574268129214
"469",46.75,1,0,1,46,46,0.0217391304347826,0,0.0217391304347826,51.9574268129214
"470",46.85,1,1,2,45,46,0.0222222222222222,0.0217391304347826,0.0439613526570048,52.0738995455162
"471",46.95,1,0,1,45,45,0.0222222222222222,0,0.0222222222222222,52.1236046737213
"472",47.05,0,0,0,44,45,0,0,0,52.2419733114108
"473",47.15,0,0,0,44,45,0,0,0,52.2419733114108
"474",47.25,0,0,0,44,45,0,0,0,52.2419733114108
"475",47.35,1,0,1,44,44,0.0227272727272727,0,0.0227272727272727,52.2419733114108
"476",47.45,5,0,5,43,39,0.116279069767442,0,0.116279069767442,52.3565809197263
"477",47.55,0,0,0,38,39,0,0,0,53.0069913646295
"478",47.65,0,0,0,38,39,0,0,0,53.0069913646295
"479",47.75,1,0,1,38,38,0.0263157894736842,0,0.0263157894736842,53.0069913646295
"480",47.85,0,0,0,37,38,0,0,0,53.1500909233409
"481",47.95,0,0,0,37,38,0,0,0,53.1500909233409
"482",48.05,1,1,2,37,38,0.027027027027027,0.0263157894736842,0.0533428165007112,53.1500909233409
"483",48.15,0,0,0,37,38,0,0,0,53.2092489274989
"484",48.25,0,0,0,37,38,0,0,0,53.2092489274989
"485",48.35,2,1,3,37,37,0.0540540540540541,0.027027027027027,0.0810810810810811,53.2092489274989
"486",48.45,0,0,0,36,37,0,0,0,53.6086725088183
"487",48.55,0,0,0,36,37,0,0,0,53.6086725088183
"488",48.65,2,0,2,36,35,0.0555555555555556,0,0.0555555555555556,53.6086725088183
"489",48.75,0,0,0,34,35,0,0,0,53.9005061858077
"490",48.85,0,0,0,34,35,0,0,0,53.9005061858077
"491",48.95,0,0,0,34,35,0,0,0,53.9005061858077
"492",49.05,1,0,1,34,34,0.0294117647058824,0,0.0294117647058824,53.9005061858077
"493",49.15,0,0,0,33,34,0,0,0,54.0474154641655
"494",49.25,0,0,0,33,34,0,0,0,54.0474154641655
"495",49.35,1,0,1,33,33,0.0303030303030303,0,0.0303030303030303,54.0474154641655
"496",49.45,0,0,0,32,33,0,0,0,54.1929596974206
"497",49.55,0,0,0,32,33,0,0,0,54.1929596974206
"498",49.65,0,0,0,32,33,0,0,0,54.1929596974206
"499",49.75,0,1,1,32,34,0,0.0294117647058824,0.0294117647058824,54.1929596974206
"500",49.85,0,0,0,33,34,0,0,0,54.3019609187109
"501",49.95,0,0,0,33,34,0,0,0,54.3019609187109
"502",50.05,0,0,0,33,34,0,0,0,54.3019609187109
"503",50.15,0,0,0,33,34,0,0,0,54.3019609187109
"504",50.25,6,3,9,33,31,0.181818181818182,0.0967741935483871,0.278592375366569,54.3019609187109
"505",50.35,0,1,1,30,32,0,0.03125,0.03125,55.226657010582
"506",50.45,1,2,3,31,33,0.032258064516129,0.0606060606060606,0.0928641251221896,55.2778938812084
"507",50.55,1,0,1,32,32,0.03125,0,0.03125,55.4796784474206
"508",50.65,3,4,7,31,33,0.0967741935483871,0.121212121212121,0.217986314760508,55.63861968766
"509",50.75,0,2,2,32,35,0,0.0571428571428571,0.0571428571428571,56.17736227095
"510",50.85,0,0,0,34,35,0,0,0,56.0587527256001
"511",50.95,0,0,0,34,35,0,0,0,56.0587527256001
"512",51.05,0,0,0,34,35,0,0,0,56.0587527256001
"513",51.15,0,1,1,34,36,0,0.0277777777777778,0.0277777777777778,56.0587527256001
"514",51.25,0,0,0,35,36,0,0,0,56.1016455048686
"515",51.35,0,0,0,35,36,0,0,0,56.1016455048686
"516",51.45,0,0,0,35,36,0,0,0,56.1016455048686
"517",51.55,0,0,0,35,36,0,0,0,56.1016455048686
"518",51.65,0,1,1,35,37,0,0.027027027027027,0.027027027027027,56.1016455048686
"519",51.75,1,0,1,36,36,0.0277777777777778,0,0.0277777777777778,56.0829539630667
"520",51.85,0,0,0,35,36,0,0,0,56.2055526477258
"521",51.95,0,0,0,35,36,0,0,0,56.2055526477258
"522",52.05,0,0,0,35,36,0,0,0,56.2055526477258
"523",52.15,1,0,1,35,35,0.0285714285714286,0,0.0285714285714286,56.2055526477258
"524",52.25,0,0,0,34,35,0,0,0,56.3243630197177
"525",52.35,0,0,0,34,35,0,0,0,56.3243630197177
"526",52.45,0,0,0,34,35,0,0,0,56.3243630197177
"527",52.55,2,0,2,34,33,0.0588235294117647,0,0.0588235294117647,56.3243630197177
"528",52.65,0,0,0,32,33,0,0,0,56.5608857084501
"529",52.75,0,0,0,32,33,0,0,0,56.5608857084501
"530",52.85,0,0,0,32,33,0,0,0,56.5608857084501
"531",52.95,0,0,0,32,33,0,0,0,56.5608857084501
"532",53.05,0,1,1,32,34,0,0.0294117647058824,0.0294117647058824,56.5608857084501
"533",53.15,0,0,0,33,34,0,0,0,56.5513134142546
"534",53.25,0,0,0,33,34,0,0,0,56.5513134142546
"535",53.35,0,0,0,33,34,0,0,0,56.5513134142546
"536",53.45,0,0,0,33,34,0,0,0,56.5513134142546
"537",53.55,0,0,0,33,34,0,0,0,56.5513134142546
"538",53.65,0,0,0,33,34,0,0,0,56.5513134142546
"539",53.75,0,0,0,33,34,0,0,0,56.5513134142546
"540",53.85,1,0,1,33,33,0.0303030303030303,0,0.0303030303030303,56.5513134142546
"541",53.95,0,0,0,32,33,0,0,0,56.6366223155929
"542",54.05,0,0,0,32,33,0,0,0,56.6366223155929
"543",54.15,1,0,1,32,32,0.03125,0,0.03125,56.6366223155929
"544",54.25,0,0,0,31,32,0,0,0,56.7178958465106
"545",54.35,0,1,1,31,33,0,0.0303030303030303,0.0303030303030303,56.7178958465106
"546",54.45,0,0,0,32,33,0,0,0,56.8557741013072
"547",54.55,0,0,0,32,33,0,0,0,56.8557741013072
"548",54.65,4,2,6,32,31,0.125,0.0645161290322581,0.189516129032258,56.8557741013072
"549",54.75,0,0,0,30,31,0,0,0,57.0989020969499
"550",54.85,0,1,1,30,32,0,0.03125,0.03125,57.0989020969499
"551",54.95,0,0,0,31,32,0,0,0,57.2092600938225
"552",55.05,0,0,0,31,32,0,0,0,57.2092600938225
"553",55.15,0,0,0,31,32,0,0,0,57.2092600938225
"554",55.25,0,5,5,31,37,0,0.135135135135135,0.135135135135135,57.2092600938225
"555",55.35,1,1,2,36,37,0.0277777777777778,0.027027027027027,0.0548048048048048,57.7651684141249
"556",55.45,2,1,3,36,36,0.0555555555555556,0.0277777777777778,0.0833333333333333,57.848731867284
"557",55.55,1,0,1,35,35,0.0285714285714286,0,0.0285714285714286,58.0907611111111
"558",55.65,1,0,1,34,34,0.0294117647058824,0,0.0294117647058824,58.1653178104575
"559",55.75,0,4,4,33,38,0,0.105263157894737,0.105263157894737,58.2405420875421
"560",55.85,5,1,6,37,34,0.135135135135135,0.0294117647058824,0.164546899841018,58.0394024024024
"561",55.95,4,1,5,33,31,0.121212121212121,0.032258064516129,0.15347018572825,58.5127811447811
"562",56.05,0,0,0,30,31,0,0,0,58.964837037037
"563",56.15,0,0,0,30,31,0,0,0,58.964837037037
"564",56.25,3,0,3,30,28,0.1,0,0.1,58.964837037037
"565",56.35,0,0,0,27,28,0,0,0,59.2670411522634
"566",56.45,0,0,0,27,28,0,0,0,59.2670411522634
"567",56.55,3,0,3,27,25,0.111111111111111,0,0.111111111111111,59.2670411522634
"568",56.65,0,0,0,24,25,0,0,0,59.6091712962963
"569",56.75,0,0,0,24,25,0,0,0,59.6091712962963
"570",56.85,2,0,2,24,23,0.0833333333333333,0,0.0833333333333333,59.6091712962963
"571",56.95,0,0,0,22,23,0,0,0,59.8631868686869
"572",57.05,0,0,0,22,23,0,0,0,59.8631868686869
"573",57.15,2,1,3,22,22,0.0909090909090909,0.0454545454545455,0.136363636363636,59.8631868686869
"574",57.25,0,0,0,21,22,0,0,0,60.1676243386243
"575",57.35,0,0,0,21,22,0,0,0,60.1676243386243
"576",57.45,0,0,0,21,22,0,0,0,60.1676243386243
"577",57.55,2,3,5,21,23,0.0952380952380952,0.130434782608696,0.225672877846791,60.1676243386243
"578",57.65,0,0,0,22,23,0,0,0,60.4849545454545
"579",57.75,4,2,6,22,21,0.181818181818182,0.0952380952380952,0.277056277056277,60.4849545454545
"580",57.85,0,1,1,20,22,0,0.0454545454545455,0.0454545454545455,61.27445
"581",57.95,0,0,0,21,22,0,0,0,61.351328042328
"582",58.05,0,0,0,21,22,0,0,0,61.351328042328
"583",58.15,0,0,0,21,22,0,0,0,61.351328042328
"584",58.25,1,0,1,21,21,0.0476190476190476,0,0.0476190476190476,61.351328042328
"585",58.35,1,0,1,20,20,0.05,0,0.05,61.5041166666667
"586",58.45,0,0,0,19,20,0,0,0,61.6676666666667
"587",58.55,0,0,0,19,20,0,0,0,61.6676666666667
"588",58.65,0,0,0,19,20,0,0,0,61.6676666666667
"589",58.75,0,0,0,19,20,0,0,0,61.6676666666667
"590",58.85,0,0,0,19,20,0,0,0,61.6676666666667
"591",58.95,0,0,0,19,20,0,0,0,61.6676666666667
"592",59.05,0,0,0,19,20,0,0,0,61.6676666666667
"593",59.15,0,0,0,19,20,0,0,0,61.6676666666667
"594",59.25,0,0,0,19,20,0,0,0,61.6676666666667
"595",59.35,0,0,0,19,20,0,0,0,61.6676666666667
"596",59.45,0,0,0,19,20,0,0,0,61.6676666666667
"597",59.55,0,0,0,19,20,0,0,0,61.6676666666667
"598",59.65,0,0,0,19,20,0,0,0,61.6676666666667
"599",59.75,0,0,0,19,20,0,0,0,61.6676666666667
"600",59.85,0,1,1,19,21,0,0.0476190476190476,0.0476190476190476,61.6676666666667
"601",59.95,0,0,0,20,21,0,0,0,61.6987833333333
"602",60.05,0,0,0,20,21,0,0,0,61.6987833333333
"603",60.15,0,1,1,20,22,0,0.0454545454545455,0.0454545454545455,61.6987833333333
"604",60.25,0,0,0,21,22,0,0,0,61.7116984126984
"605",60.35,0,0,0,21,22,0,0,0,61.7116984126984
"606",60.45,1,1,2,21,22,0.0476190476190476,0.0454545454545455,0.0930735930735931,61.7116984126984
"607",60.55,2,2,4,21,22,0.0952380952380952,0.0909090909090909,0.186147186147186,61.8007989417989
"608",60.65,1,1,2,21,22,0.0476190476190476,0.0454545454545455,0.0930735930735931,61.9767513227513
"609",60.75,3,0,3,21,19,0.142857142857143,0,0.142857142857143,62.2193612128612
"610",60.85,1,0,1,18,18,0.0555555555555556,0,0.0555555555555556,62.4675880816714
"611",60.95,0,0,0,17,18,0,0,0,62.563916792358
"612",61.05,0,0,0,17,18,0,0,0,62.563916792358
"613",61.15,1,0,1,17,17,0.0588235294117647,0,0.0588235294117647,62.563916792358
"614",61.25,0,0,0,16,17,0,0,0,62.6535365918803
"615",61.35,2,2,4,16,17,0.125,0.117647058823529,0.242647058823529,62.6535365918803
"616",61.45,0,0,0,16,17,0,0,0,62.7929115918803
"617",61.55,1,0,1,16,16,0.0625,0,0.0625,62.7929115918803
"618",61.65,0,0,0,15,16,0,0,0,62.8762168091168
"619",61.75,0,0,0,15,16,0,0,0,62.8762168091168
"620",61.85,1,0,1,15,15,0.0666666666666667,0,0.0666666666666667,62.8762168091168
"621",61.95,1,0,1,14,14,0.0714285714285714,0,0.0714285714285714,62.9485656288156
"622",62.05,0,2,2,13,16,0,0.125,0.125,63.0238399079553
"623",62.15,1,0,1,15,15,0.0666666666666667,0,0.0666666666666667,63.0539945868946
"624",62.25,4,2,6,14,13,0.285714285714286,0.153846153846154,0.43956043956044,63.1199942002442
"625",62.35,0,0,0,12,13,0,0,0,63.4454099002849
"626",62.45,2,1,3,12,12,0.166666666666667,0.0833333333333333,0.25,63.4454099002849
"627",62.55,0,2,2,11,14,0,0.142857142857143,0.142857142857143,63.8512348762349
"628",62.65,3,1,4,13,12,0.230769230769231,0.0833333333333333,0.314102564102564,64.1648741429511
"629",62.75,0,0,0,11,12,0,0,0,64.7431107781108
"630",62.85,1,0,1,11,11,0.0909090909090909,0,0.0909090909090909,64.7431107781108
"631",62.95,1,0,1,10,10,0.1,0,0.1,64.928532967033
"632",63.05,0,0,0,9,10,0,0,0,65.1511477411477
"633",63.15,0,0,0,9,10,0,0,0,65.1511477411477
"634",63.25,0,0,0,9,10,0,0,0,65.1511477411477
"635",63.35,0,0,0,9,10,0,0,0,65.1511477411477
"636",63.45,0,0,0,9,10,0,0,0,65.1511477411477
"637",63.55,0,0,0,9,10,0,0,0,65.1511477411477
"638",63.65,0,0,0,9,10,0,0,0,65.1511477411477
"639",63.75,0,1,1,9,11,0,0.0909090909090909,0.0909090909090909,65.1511477411477
"640",63.85,0,0,0,10,11,0,0,0,65.238032967033
"641",63.95,3,1,4,10,9,0.3,0.111111111111111,0.411111111111111,65.238032967033
"642",64.05,0,0,0,8,9,0,0,0,65.8375412087912
"643",64.15,0,0,0,8,9,0,0,0,65.8375412087912
"644",64.25,0,0,0,8,9,0,0,0,65.8375412087912
"645",64.35,0,0,0,8,9,0,0,0,65.8375412087912
"646",64.45,0,0,0,8,9,0,0,0,65.8375412087912
"647",64.55,0,1,1,8,10,0,0.1,0.1,65.8375412087912
"648",64.65,0,0,0,9,10,0,0,0,65.8600366300366
"649",64.75,0,0,0,9,10,0,0,0,65.8600366300366
"650",64.85,0,0,0,9,10,0,0,0,65.8600366300366
"651",64.95,0,0,0,9,10,0,0,0,65.8600366300366
"652",65.05,0,0,0,9,10,0,0,0,65.8600366300366
"653",65.15,0,0,0,9,10,0,0,0,65.8600366300366
"654",65.25,1,0,1,9,9,0.111111111111111,0,0.111111111111111,65.8600366300366
"655",65.35,0,0,0,8,9,0,0,0,65.9362912087912
"656",65.45,0,0,0,8,9,0,0,0,65.9362912087912
"657",65.55,0,0,0,8,9,0,0,0,65.9362912087912
"658",65.65,0,0,0,8,9,0,0,0,65.9362912087912
"659",65.75,1,1,2,8,9,0.125,0.111111111111111,0.236111111111111,65.9362912087912
"660",65.85,1,0,1,8,8,0.125,0,0.125,65.9689194139194
"661",65.95,3,0,3,7,5,0.428571428571429,0,0.428571428571429,65.9895342752486
"662",66.05,4,2,6,4,3,1,0.666666666666667,1.66666666666667,66.0283333333333
"663",66.15,0,0,0,2,3,0,0,0,70.4129447004608
"664",66.25,0,0,0,2,3,0,0,0,70.4129447004608
"665",66.35,0,0,0,2,3,0,0,0,70.4129447004608
"666",66.45,0,0,0,2,3,0,0,0,70.4129447004608
"667",66.55,0,0,0,2,3,0,0,0,70.4129447004608
"668",66.65,0,0,0,2,3,0,0,0,70.4129447004608
"669",66.75,0,0,0,2,3,0,0,0,70.4129447004608
"670",66.85,0,0,0,2,3,0,0,0,70.4129447004608
"671",66.95,0,0,0,2,3,0,0,0,70.4129447004608
"672",67.05,0,0,0,2,3,0,0,0,70.4129447004608
"673",67.15,0,0,0,2,3,0,0,0,70.4129447004608
"674",67.25,0,0,0,2,3,0,0,0,70.4129447004608
"675",67.35,0,0,0,2,3,0,0,0,70.4129447004608
"676",67.45,0,0,0,2,3,0,0,0,70.4129447004608
"677",67.55,0,0,0,2,3,0,0,0,70.4129447004608
"678",67.65,0,0,0,2,3,0,0,0,70.4129447004608
"679",67.75,0,0,0,2,3,0,0,0,70.4129447004608
"680",67.85,0,0,0,2,3,0,0,0,70.4129447004608
"681",67.95,0,0,0,2,3,0,0,0,70.4129447004608
"682",68.05,0,0,0,2,3,0,0,0,70.4129447004608
"683",68.15,0,0,0,2,3,0,0,0,70.4129447004608
"684",68.25,0,0,0,2,3,0,0,0,70.4129447004608
"685",68.35,0,0,0,2,3,0,0,0,70.4129447004608
"686",68.45,0,0,0,2,3,0,0,0,70.4129447004608
"687",68.55,0,0,0,2,3,0,0,0,70.4129447004608
"688",68.65,0,0,0,2,3,0,0,0,70.4129447004608
"689",68.75,0,0,0,2,3,0,0,0,70.4129447004608
"690",68.85,0,0,0,2,3,0,0,0,70.4129447004608
"691",68.95,0,0,0,2,3,0,0,0,70.4129447004608
"692",69.05,0,0,0,2,3,0,0,0,70.4129447004608
"693",69.15,0,0,0,2,3,0,0,0,70.4129447004608
"694",69.25,0,0,0,2,3,0,0,0,70.4129447004608
"695",69.35,0,0,0,2,3,0,0,0,70.4129447004608
"696",69.45,0,0,0,2,3,0,0,0,70.4129447004608
"697",69.55,0,0,0,2,3,0,0,0,70.4129447004608
"698",69.65,0,0,0,2,3,0,0,0,70.4129447004608
"699",69.75,0,0,0,2,3,0,0,0,70.4129447004608
"700",69.85,0,0,0,2,3,0,0,0,70.4129447004608
"701",69.95,1,0,1,2,2,0.5,0,0.5,70.4129447004608
"702",70.05,0,0,0,1,2,0,0,0,70.9190322580645
"703",70.15,0,0,0,1,2,0,0,0,70.9190322580645
"704",70.25,0,0,0,1,2,0,0,0,70.9190322580645
"705",70.35,0,0,0,1,2,0,0,0,70.9190322580645
"706",70.45,0,0,0,1,2,0,0,0,70.9190322580645
"707",70.55,0,0,0,1,2,0,0,0,70.9190322580645
"708",70.65,0,0,0,1,2,0,0,0,70.9190322580645
"709",70.75,0,0,0,1,2,0,0,0,70.9190322580645
"710",70.85,0,0,0,1,2,0,0,0,70.9190322580645
"711",70.95,1,0,1,1,1,1,0,1,70.9190322580645
